"variable","GEOID","NAME","estimate","moe","label","concept"
"B22001_001","01","Alabama",1902983,5852,"Estimate!!Total:","RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY PRESENCE OF PEOPLE 60 YEARS AND OVER FOR HOUSEHOLDS"
"B22001_001","04","Arizona",2683557,6004,"Estimate!!Total:","RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY PRESENCE OF PEOPLE 60 YEARS AND OVER FOR HOUSEHOLDS"
"B22001_001","09","Connecticut",1397324,3455,"Estimate!!Total:","RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY PRESENCE OF PEOPLE 60 YEARS AND OVER FOR HOUSEHOLDS"
"B22001_001","39","Ohio",4754161,9064,"Estimate!!Total:","RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY PRESENCE OF PEOPLE 60 YEARS AND OVER FOR HOUSEHOLDS"
"B22001_001","16","Idaho",657101,2559,"Estimate!!Total:","RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY PRESENCE OF PEOPLE 60 YEARS AND OVER FOR HOUSEHOLDS"
"B22001_001","22","Louisiana",1748688,5810,"Estimate!!Total:","RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY PRESENCE OF PEOPLE 60 YEARS AND OVER FOR HOUSEHOLDS"
"B22001_001","24","Maryland",2294270,4090,"Estimate!!Total:","RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY PRESENCE OF PEOPLE 60 YEARS AND OVER FOR HOUSEHOLDS"
"B22001_001","02","Alaska",260561,1334,"Estimate!!Total:","RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY PRESENCE OF PEOPLE 60 YEARS AND OVER FOR HOUSEHOLDS"
"B22001_001","05","Arkansas",1158460,3725,"Estimate!!Total:","RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY PRESENCE OF PEOPLE 60 YEARS AND OVER FOR HOUSEHOLDS"
"B22001_001","10","Delaware",381097,1552,"Estimate!!Total:","RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY PRESENCE OF PEOPLE 60 YEARS AND OVER FOR HOUSEHOLDS"
"B22001_001","40","Oklahoma",1503868,2833,"Estimate!!Total:","RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY PRESENCE OF PEOPLE 60 YEARS AND OVER FOR HOUSEHOLDS"
"B22001_001","17","Illinois",4930255,7843,"Estimate!!Total:","RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY PRESENCE OF PEOPLE 60 YEARS AND OVER FOR HOUSEHOLDS"
"B22001_001","23","Maine",571064,1997,"Estimate!!Total:","RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY PRESENCE OF PEOPLE 60 YEARS AND OVER FOR HOUSEHOLDS"
"B22001_001","25","Massachusetts",2714448,4158,"Estimate!!Total:","RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY PRESENCE OF PEOPLE 60 YEARS AND OVER FOR HOUSEHOLDS"
"B22001_001","27","Minnesota",2229100,4779,"Estimate!!Total:","RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY PRESENCE OF PEOPLE 60 YEARS AND OVER FOR HOUSEHOLDS"
"B22001_001","06","California",13217586,19810,"Estimate!!Total:","RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY PRESENCE OF PEOPLE 60 YEARS AND OVER FOR HOUSEHOLDS"
"B22001_001","11","District of Columbia",310104,1722,"Estimate!!Total:","RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY PRESENCE OF PEOPLE 60 YEARS AND OVER FOR HOUSEHOLDS"
"B22001_001","41","Oregon",1658091,3326,"Estimate!!Total:","RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY PRESENCE OF PEOPLE 60 YEARS AND OVER FOR HOUSEHOLDS"
"B22001_001","18","Indiana",2622601,6597,"Estimate!!Total:","RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY PRESENCE OF PEOPLE 60 YEARS AND OVER FOR HOUSEHOLDS"
